GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache PDFBox,org.apache.pdfbox.pdmodel.common.filespecification,PDComplexFileSpecification,163,104,26,12,50,27,31,12,16,8
Apache PDFBox,org.apache.pdfbox.pdmodel.fixup.processor,AcroFormDefaultsProcessor,0,98,0,12,0,28,0,9,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.fixup.processor,AbstractProcessor,0,6,0,0,0,3,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.fixup.processor,AcroFormGenerateAppearancesProcessor,0,35,1,1,0,13,1,3,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.fixup.processor,AcroFormOrphanWidgetsProcessor,93,278,11,35,18,74,11,21,0,9
Apache PDFBox,org.apache.pdfbox.cos,COSName,4,1957,4,38,1,621,5,28,1,11
Apache PDFBox,org.apache.pdfbox.cos,COSBase,0,19,0,0,0,9,0,6,0,6
Apache PDFBox,org.apache.pdfbox.cos,UnmodifiableCOSDictionary,0,12,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.cos,COSInputStream,22,38,2,2,4,8,3,3,2,2
Apache PDFBox,org.apache.pdfbox.cos,COSString,49,307,14,34,13,60,13,26,1,14
Apache PDFBox,org.apache.pdfbox.cos,COSNull,0,34,0,0,0,7,0,4,0,4
Apache PDFBox,org.apache.pdfbox.cos,COSUpdateState,1,199,2,38,1,58,2,31,0,13
Apache PDFBox,org.apache.pdfbox.cos,COSArray,75,752,34,80,24,192,28,87,2,56
Apache PDFBox,org.apache.pdfbox.cos,COSStream,44,355,10,42,10,91,9,37,0,20
Apache PDFBox,org.apache.pdfbox.cos,COSUpdateInfo,0,13,0,0,0,4,0,3,0,3
Apache PDFBox,org.apache.pdfbox.cos,COSFloat,0,204,0,24,0,54,0,26,0,14
Apache PDFBox,org.apache.pdfbox.cos,COSDictionary,249,970,35,117,63,261,45,125,20,74
Apache PDFBox,org.apache.pdfbox.cos,COSNumber,0,106,1,25,0,24,1,15,0,3
Apache PDFBox,org.apache.pdfbox.cos,COSObject,28,119,4,6,7,34,4,14,1,12
Apache PDFBox,org.apache.pdfbox.cos,COSStream.new FilterOutputStream() {...},0,30,0,0,0,7,0,3,0,3
Apache PDFBox,org.apache.pdfbox.cos,COSStream.new FilterOutputStream() {...},0,30,0,0,0,7,0,3,0,3
Apache PDFBox,org.apache.pdfbox.cos,COSIncrement,11,356,17,75,5,83,17,42,0,13
Apache PDFBox,org.apache.pdfbox.cos,COSDocument,65,406,13,33,19,109,12,51,2,38
Apache PDFBox,org.apache.pdfbox.cos,COSBoolean,0,112,0,10,0,20,0,16,0,11
Apache PDFBox,org.apache.pdfbox.cos,COSInteger,0,132,0,12,0,30,0,19,0,13
Apache PDFBox,org.apache.pdfbox.cos,COSDocumentState,0,17,0,2,0,5,0,4,0,3
Apache PDFBox,org.apache.pdfbox.cos,COSObjectKey,0,103,0,10,0,21,0,17,0,12
Apache PDFBox,org.apache.pdfbox.cos,PDFDocEncoding,5,257,1,17,1,66,1,13,0,5
Apache PDFBox,org.apache.pdfbox.cos,COSOutputStream,7,125,0,14,2,31,1,12,1,5
Apache PDFBox,org.apache.pdfbox.contentstream.operator,DrawObject,16,57,5,7,5,19,5,5,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator,OperatorProcessor,0,18,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator,MissingOperandException,8,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.contentstream.operator,Operator,10,71,2,8,2,21,3,11,1,8
Apache PDFBox,org.apache.pdfbox.filter,ASCII85OutputStream,55,335,12,22,14,65,11,15,4,5
Apache PDFBox,org.apache.pdfbox.filter,CCITTFaxDecoderStream.Tree,13,130,3,21,3,32,3,12,0,3
Apache PDFBox,org.apache.pdfbox.filter,CCITTFaxEncoderStream.Code,0,9,0,0,0,4,0,1,0,1
Apache PDFBox,org.apache.pdfbox.filter,FlateFilterDecoderStream,46,198,8,22,12,54,11,15,6,5
Apache PDFBox,org.apache.pdfbox.filter,Predictor,264,311,29,28,37,53,16,20,0,5
Apache PDFBox,org.apache.pdfbox.filter,DecodeOptions.FinalDecodeOptions,25,7,0,0,5,4,5,2,5,2
Apache PDFBox,org.apache.pdfbox.filter,JBIG2Filter,160,9,14,0,42,3,11,2,4,2
Apache PDFBox,org.apache.pdfbox.filter,CCITTFaxFilter,27,257,12,20,6,54,10,11,0,5
Apache PDFBox,org.apache.pdfbox.filter,Predictor.PredictorOutputStream,30,160,4,12,6,41,6,9,2,5
Apache PDFBox,org.apache.pdfbox.filter,DCTFilter,83,445,16,34,25,103,15,23,2,10
Apache PDFBox,org.apache.pdfbox.filter,ASCII85InputStream,50,297,11,41,18,63,16,19,5,4
Apache PDFBox,org.apache.pdfbox.filter,LZWFilter,17,366,6,34,4,91,6,23,0,9
Apache PDFBox,org.apache.pdfbox.filter,CCITTFaxDecoderStream,191,2739,35,106,53,204,33,58,6,12
Apache PDFBox,org.apache.pdfbox.filter,IdentityFilter,0,21,0,0,0,7,0,3,0,3
Apache PDFBox,org.apache.pdfbox.filter,FlateFilter,0,50,0,0,0,14,0,3,0,3
Apache PDFBox,org.apache.pdfbox.filter,CCITTFaxEncoderStream,46,686,6,82,7,142,7,55,2,13
Apache PDFBox,org.apache.pdfbox.filter,RunLengthDecodeFilter,2,227,3,35,2,67,3,19,0,3
Apache PDFBox,org.apache.pdfbox.filter,CCITTFaxDecoderStream.Node,8,27,0,4,1,8,1,5,1,3
Apache PDFBox,org.apache.pdfbox.filter,FilterFactory,7,174,1,1,1,36,1,5,0,5
Apache PDFBox,org.apache.pdfbox.filter,CryptFilter,22,42,6,2,2,12,4,3,0,3
Apache PDFBox,org.apache.pdfbox.filter,MissingImageReaderException,4,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.filter,ASCIIHexFilter,29,1114,9,13,7,22,9,8,0,6
Apache PDFBox,org.apache.pdfbox.filter,ASCII85Filter,0,31,0,0,0,9,0,3,0,3
Apache PDFBox,org.apache.pdfbox.filter,JPXFilter,311,3,28,0,65,1,19,1,4,1
Apache PDFBox,org.apache.pdfbox.filter,Filter,78,205,19,29,21,54,14,19,1,8
Apache PDFBox,org.apache.pdfbox.filter,DecodeOptions,50,80,0,0,13,23,6,11,6,11
Apache PDFBox,org.apache.pdfbox.filter,DecodeResult,30,9,0,0,11,4,6,2,6,2
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,Revisions,47,41,4,0,8,10,4,5,2,5
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDDefaultAttributeObject,105,4,8,0,27,2,11,1,7,1
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDUserAttributeObject,88,0,6,0,26,0,11,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDUserProperty,176,0,22,0,50,0,26,0,15,0
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDParentTreeValue,4,16,0,0,1,7,1,3,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDAttributeObject,138,46,23,4,27,12,23,7,9,5
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDStructureTreeRoot,75,158,13,13,17,43,10,20,1,16
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDMarkInfo,12,41,0,0,3,13,2,7,2,7
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDObjectReference,90,10,12,0,30,4,13,2,7,2
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDStructureNode,204,220,43,31,64,59,33,23,8,10
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDMarkedContentReference,11,53,1,3,3,15,3,7,2,6
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure,PDStructureElement,519,298,73,25,143,82,56,38,18,27
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,StandardEncoding,2,2126,0,2,1,156,1,4,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,MacExpertEncoding,4,2348,0,2,2,171,2,3,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,ZapfDingbatsEncoding,5,2670,0,2,2,194,2,3,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,MacRomanEncoding,4,2950,0,2,2,214,2,3,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,SymbolEncoding,5,2684,0,2,2,195,2,3,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,GlyphList,97,269,20,34,20,61,16,21,1,9
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,WinAnsiEncoding,0,3111,0,6,0,229,0,7,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,MacOSRomanEncoding,2,262,0,2,1,22,1,3,1,2
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,Type1Encoding,2,42,0,2,1,12,1,5,1,4
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,Encoding,14,110,4,10,4,24,4,12,1,8
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,BuiltInEncoding,7,7,0,0,2,3,2,1,2,1
Apache PDFBox,org.apache.pdfbox.pdmodel.font.encoding,DictionaryEncoding,98,148,11,15,23,43,10,12,2,7
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,CloseAndStrokePath,0,18,0,0,0,7,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,ClipNonZeroRule,0,11,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,BeginInlineImage,3,39,4,6,3,12,4,4,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,ShadingFill,29,6,4,0,7,3,3,2,1,2
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,EndPath,0,10,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,CurveToReplicateFinalPoint,23,76,3,3,4,17,3,4,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,AppendRectangleToPath,7,81,2,2,2,20,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,DrawObject,12,81,5,13,5,25,5,8,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,MoveTo,8,49,3,3,3,14,3,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,StrokePath,0,10,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,CurveToReplicateInitialPoint,23,78,3,3,4,17,3,4,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,LineTo,24,56,4,4,5,16,4,4,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,ClipEvenOddRule,0,11,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,GraphicsOperatorProcessor,0,8,0,0,0,3,0,2,0,2
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,ClosePath,4,19,1,1,2,8,1,4,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,FillNonZeroRule,0,11,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,CurveTo,23,91,3,3,4,19,3,4,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,CloseFillNonZeroAndStrokePath,12,6,0,0,4,3,1,2,1,2
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,FillNonZeroAndStrokePath,0,11,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,LegacyFillNonZeroRule,0,6,0,0,0,3,0,2,0,2
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,FillEvenOddAndStrokePath,5,6,0,0,2,3,1,2,1,2
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,FillEvenOddRule,0,11,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.graphics,CloseFillEvenOddAndStrokePath,12,6,0,0,4,3,1,2,1,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline,PDOutlineNode,0,263,1,29,0,79,1,40,0,26
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline,PDDocumentOutline,2,21,0,0,2,7,2,3,2,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline,PDOutlineItem,186,152,14,16,44,52,22,18,13,12
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline,PDOutlineItemIterator,4,54,2,10,1,15,2,8,0,4
