GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache PDFBox,org.apache.pdfbox.rendering,ImageType.new ImageType() {...},2,5,0,0,1,1,1,1,1,1
Apache PDFBox,org.apache.pdfbox.rendering,ImageType.new ImageType() {...},2,5,0,0,1,1,1,1,1,1
Apache PDFBox,org.apache.pdfbox.util.filetypedetector,FileTypeDetector,10,561,2,2,2,33,2,3,0,3
Apache PDFBox,org.apache.pdfbox.util.filetypedetector,ByteTrie.ByteTrieNode,5,21,1,1,1,7,1,3,0,3
Apache PDFBox,org.apache.pdfbox.util.filetypedetector,ByteTrie,0,128,0,12,0,28,0,11,0,5
Apache PDFBox,org.apache.pdfbox.util.filetypedetector,FileType,0,105,0,0,0,18,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.form,PDFormXObject,44,177,4,12,11,44,10,19,6,15
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.form,PDTransparencyGroupAttributes,23,34,1,3,6,8,4,5,3,4
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.form,PDTransparencyGroup,8,5,0,0,4,2,2,1,2,1
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationPolyline,181,0,24,0,48,0,25,0,13,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAppearanceDictionary,55,49,5,1,12,14,9,6,6,6
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDExternalDataDictionary,39,0,0,0,12,0,6,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationSquareCircle,38,77,3,3,8,19,6,8,4,7
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationUnderline,32,0,2,0,14,0,6,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAppearanceCharacteristicsDictionary,83,64,9,3,20,20,15,10,9,9
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationStrikeout,32,0,2,0,14,0,6,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationMarkup,131,52,9,3,33,13,22,8,17,7
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationText,40,44,1,1,12,15,8,6,7,6
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationFileAttachment,60,0,2,0,21,0,10,0,9,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationCaret,90,0,4,0,26,0,10,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationPolygon,130,0,12,0,37,0,18,0,12,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationWidget,95,57,18,4,19,14,16,8,7,6
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationSound,36,0,2,0,15,0,6,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationRubberStamp,12,12,0,0,3,5,2,2,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationTextMarkup,12,21,2,0,2,8,2,3,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationHighlight,24,8,2,0,10,4,4,2,3,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationSquiggly,32,0,2,0,14,0,6,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDBorderStyleDictionary,38,55,4,2,10,15,5,7,2,7
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAppearanceEntry,10,73,3,7,2,17,3,8,0,6
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationLink,59,78,4,6,16,21,11,11,8,9
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationLine,350,0,32,0,78,0,43,0,27,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationInk,117,0,12,0,33,0,13,0,7,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationSquare,7,25,1,1,3,11,2,4,1,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationFreeText,191,4,10,0,48,2,26,1,21,1
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationCircle,24,8,2,0,10,4,4,2,3,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotation,271,388,28,40,69,101,53,49,26,32
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDBorderEffectDictionary,41,0,0,0,13,0,7,0,7,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationUnknown,4,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAnnotationPopup,35,28,1,1,12,9,4,4,3,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation,PDAppearanceStream,0,8,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.multipdf,Overlay,332,845,50,81,82,211,55,52,14,26
Apache PDFBox,org.apache.pdfbox.multipdf,PDFMergerUtility.AcroFormMergeMode,0,15,0,0,0,3,0,1,0,1
Apache PDFBox,org.apache.pdfbox.multipdf,Overlay.Position,0,15,0,0,0,2,0,1,0,1
Apache PDFBox,org.apache.pdfbox.multipdf,PDFMergerUtility,361,1917,84,262,98,480,90,137,18,36
Apache PDFBox,org.apache.pdfbox.multipdf,PageExtractor,8,83,0,2,4,20,2,6,2,5
Apache PDFBox,org.apache.pdfbox.multipdf,PDFCloneUtility,11,358,5,47,2,86,5,32,0,11
Apache PDFBox,org.apache.pdfbox.multipdf,Splitter,139,995,35,103,37,252,31,61,2,21
Apache PDFBox,org.apache.pdfbox.multipdf,Overlay.LayoutPage,0,15,0,0,0,6,0,1,0,1
Apache PDFBox,org.apache.pdfbox.multipdf,LayerUtility,120,344,16,14,23,82,14,11,0,9
Apache PDFBox,org.apache.pdfbox.multipdf,PDFMergerUtility.DocumentMergeMode,0,15,0,0,0,3,0,1,0,1
Apache PDFBox,org.apache.pdfbox.multipdf,Splitter.KCloner,20,373,19,77,5,89,16,38,0,6
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function,PDFunctionType0.Rinterpol,384,0,26,0,64,0,18,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function,PDFunctionTypeIdentity,14,0,0,0,6,0,5,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function,PDFunction,108,204,18,23,25,54,20,18,5,11
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function,PDFunctionType2,29,92,2,4,10,15,7,3,5,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function,PDFunctionType0,348,0,26,0,73,0,27,0,14,0
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function,PDFunctionType4,9,104,1,5,2,21,2,5,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function,PDFunctionType3,261,0,26,0,53,0,20,0,7,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDPageFitHeightDestination,65,0,4,0,18,0,8,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDPageDestination,35,102,10,10,11,31,10,9,2,7
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDPageFitRectangleDestination,112,0,8,0,30,0,14,0,10,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDPageFitWidthDestination,61,4,4,0,16,2,7,1,5,1
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDDestination,26,82,6,12,6,22,6,7,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDPageFitDestination,25,16,2,0,6,6,3,2,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDPageXYZDestination,97,4,8,0,25,2,11,1,7,1
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination,PDNamedDestination,43,20,5,1,15,7,8,2,5,2
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.blend,BlendMode,550,419,25,23,74,86,22,26,7,17
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.blend,BlendComposite.BlendCompositeContext,145,294,25,19,27,62,19,6,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.blend,BlendComposite,20,43,3,5,5,12,3,5,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.viewerpreferences,PDViewerPreferences.READING_DIRECTION,15,0,0,0,3,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.viewerpreferences,PDViewerPreferences.BOUNDARY,33,0,0,0,6,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.viewerpreferences,PDViewerPreferences,140,59,0,0,35,15,21,10,21,10
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.viewerpreferences,PDViewerPreferences.PRINT_SCALING,15,0,0,0,3,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.viewerpreferences,PDViewerPreferences.NON_FULL_SCREEN_PAGE_MODE,27,0,0,0,5,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.viewerpreferences,PDViewerPreferences.DUPLEX,21,0,0,0,4,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.printing,Orientation,27,0,0,0,5,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.printing,Scaling,27,0,0,0,5,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.printing,PDFPrintable,424,0,36,0,96,0,32,0,14,0
Apache PDFBox,org.apache.pdfbox.printing,PDFPageable,221,0,11,0,57,0,19,0,12,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFJavaScript,154,0,18,0,43,0,19,0,10,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationText,55,42,8,4,14,12,12,3,6,3
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationTextMarkup,25,39,5,3,8,12,6,3,2,3
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationCircle,109,0,14,0,28,0,15,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFNamedPageReference,40,0,0,0,13,0,7,0,7,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationPolygon,130,0,14,0,35,0,16,0,9,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationFreeText,71,161,10,14,16,47,16,16,8,12
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFTemplate,97,0,6,0,23,0,12,0,9,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationSquiggly,21,0,0,0,8,0,3,0,3,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationUnderline,8,13,0,0,3,5,1,2,1,2
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationStamp,890,0,74,0,193,0,66,0,20,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationCaret,93,0,12,0,27,0,14,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFIconFit,99,0,6,0,33,0,14,0,11,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationHighlight,8,13,0,0,3,5,1,2,1,2
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFPageInfo,17,0,0,0,7,0,3,0,3,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationLink,38,31,5,1,10,10,4,3,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFField,599,235,79,27,156,72,81,22,31,16
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationLine,292,203,49,23,60,50,55,6,19,6
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationSound,21,0,0,0,8,0,3,0,3,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFDictionary,390,317,37,30,99,81,48,27,20,12
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFPage,87,0,6,0,23,0,10,0,7,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationStrikeOut,8,13,0,0,3,5,1,2,1,2
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationSquare,109,0,14,0,28,0,15,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotation,463,751,64,76,115,172,87,49,32,28
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationPolyline,256,0,34,0,65,0,31,0,14,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationInk,52,94,6,6,14,25,6,6,2,4
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFCatalog,38,56,3,1,9,20,6,7,4,7
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFDocument,65,147,5,7,18,46,10,11,5,10
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFAnnotationFileAttachment,21,0,0,0,8,0,3,0,3,0
Apache PDFBox,org.apache.pdfbox.pdmodel.fdf,FDFOptionElement,66,0,0,0,16,0,8,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,ProtectionPolicy,6,33,1,5,1,10,1,7,0,5
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,StandardProtectionPolicy,12,27,0,0,6,10,3,4,3,4
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,SecurityHandlerFactory,15,105,3,3,5,24,3,6,0,6
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,SecurityHandler,115,738,22,70,39,169,25,58,4,33
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,PublicKeyProtectionPolicy,12,22,0,0,4,7,3,4,3,4
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,AccessPermission,2,356,15,31,1,90,15,36,0,28
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,SaslPrep,154,424,167,113,6,51,134,21,0,15
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,PublicKeyDecryptionMaterial,55,52,6,2,11,13,5,3,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,RC4Cipher,5,202,2,12,1,35,2,13,0,8
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,PublicKeySecurityHandler,75,880,17,52,20,206,17,27,0,9
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,InvalidPasswordException,0,4,0,0,0,2,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,DecryptionMaterial,0,3,0,0,0,1,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,StandardSecurityHandler,241,2061,47,171,58,404,46,100,3,33
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,PDCryptFilterDictionary,6,60,0,2,2,18,1,9,1,8
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,PDEncryption,43,425,14,24,7,115,17,45,4,39
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,MessageDigests,18,9,0,0,6,3,0,3,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,PublicKeyRecipient,0,17,0,0,0,7,0,5,0,5
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,StandardDecryptionMaterial,0,9,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.encryption,SecurityProvider,3,11,0,2,2,4,1,3,1,2
Apache PDFBox,org.apache.pdfbox.pdfparser.xref,ObjectStreamXReference,16,33,0,0,2,11,2,6,2,6
Apache PDFBox,org.apache.pdfbox.pdfparser.xref,XReferenceType,0,35,0,0,0,6,0,3,0,3
Apache PDFBox,org.apache.pdfbox.pdfparser.xref,NormalXReference,22,51,2,4,4,13,4,7,3,5
Apache PDFBox,org.apache.pdfbox.pdfparser.xref,FreeXReference,10,32,0,0,2,8,1,5,1,5
Apache PDFBox,org.apache.pdfbox.pdfparser.xref,AbstractXReference,4,28,3,3,2,8,3,4,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.measurement,PDMeasureDictionary,36,0,0,0,12,0,6,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.measurement,PDNumberFormatDictionary,181,0,16,0,49,0,32,0,24,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.measurement,PDRectlinearMeasureDictionary,435,0,38,0,99,0,39,0,20,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.measurement,PDViewportDictionary,70,0,4,0,19,0,12,0,10,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics,PDPostScriptXObject,5,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics,PDXObject,27,128,7,9,5,29,6,8,0,6
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics,PDLineDashPattern,60,54,7,1,7,16,4,6,0,6
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics,PDFontSetting,74,0,2,0,21,0,8,0,7,0
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.IDiv,0,18,0,0,0,5,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ConditionalOperators.If,0,21,0,2,0,7,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.And,0,15,1,3,0,3,1,4,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ExecutionContext,0,34,0,0,0,9,0,6,0,6
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,Parser.Tokenizer,90,187,19,23,21,60,16,19,2,10
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Mod,0,18,0,0,0,5,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Sub,7,51,3,5,1,12,3,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Cvi,0,14,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Cvr,0,14,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Atan,0,38,0,2,0,9,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.AbstractLogicalOperator,5,60,3,5,1,16,3,2,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,InstructionSequence,13,86,1,9,3,25,2,10,1,6
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.Not,5,45,1,5,1,14,1,4,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Mul,0,59,1,7,0,12,1,5,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Truncate,0,27,0,2,0,6,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ConditionalOperators.IfElse,0,29,0,2,0,9,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,RelationalOperators.AbstractNumberComparisonOperator,0,26,0,0,0,8,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,RelationalOperators.Eq,0,52,1,5,0,14,1,5,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Log,0,16,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,StackOperators.Index,6,27,1,1,1,7,1,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Round,0,27,0,2,0,6,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,StackOperators.Dup,0,12,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Ln,0,16,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Add,0,58,1,7,0,12,1,5,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Sin,0,19,0,0,0,5,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,RelationalOperators.Le,0,13,0,2,0,2,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,Parser.AbstractSyntaxHandler,1,5,0,0,1,3,1,3,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,InstructionSequenceBuilder,0,111,0,8,0,32,0,13,0,9
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,RelationalOperators.Lt,0,13,0,2,0,2,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Sqrt,0,25,0,2,0,6,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,RelationalOperators.Ne,0,14,0,2,0,3,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,RelationalOperators.Ge,0,13,0,2,0,2,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,RelationalOperators.Gt,0,13,0,2,0,2,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,StackOperators.Copy,0,31,1,1,0,9,1,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Abs,0,27,0,2,0,6,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,StackOperators.Pop,0,10,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Div,0,20,0,0,0,5,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.Bitshift,0,39,0,2,0,11,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.False,0,11,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Ceiling,0,25,0,2,0,6,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.True,0,11,0,0,0,4,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Exp,0,23,0,0,0,6,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,Parser.State,0,27,0,0,0,2,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,StackOperators.Roll,6,99,1,13,1,26,1,8,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.Xor,0,11,0,0,0,3,0,3,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Floor,0,25,0,2,0,6,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,Operators,0,436,0,0,0,88,0,3,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,StackOperators.Exch,0,21,0,0,0,7,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,Parser,0,9,0,0,0,3,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,BitwiseOperators.Or,0,15,1,3,0,3,1,4,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Cos,0,19,0,0,0,5,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.function.type4,ArithmeticOperators.Neg,0,42,0,4,0,10,0,4,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDSquigglyAppearanceHandler,374,0,14,0,73,0,13,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDHighlightAppearanceHandler,679,0,38,0,91,0,25,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDStrikeoutAppearanceHandler,422,0,20,0,64,0,16,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDSoundAppearanceHandler,12,0,0,0,7,0,5,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,AnnotationBorder,113,0,22,0,31,0,13,0,2,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDSquareAppearanceHandler,51,100,5,5,14,30,5,7,1,6
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDInkAppearanceHandler,245,0,20,0,54,0,16,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDCircleAppearanceHandler,237,0,10,0,57,0,12,0,7,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDLinkAppearanceHandler,57,228,10,16,12,54,9,11,1,6
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,CloudyBorder,2408,0,176,0,455,0,129,0,41,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDUnderlineAppearanceHandler,410,0,20,0,64,0,16,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDFreeTextAppearanceHandler,1037,0,102,0,225,0,61,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDCaretAppearanceHandler,159,0,2,0,38,0,7,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDLineAppearanceHandler,602,0,46,0,131,0,29,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDPolylineAppearanceHandler,480,0,38,0,92,0,25,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDTextAppearanceHandler,1653,89,32,1,376,26,42,5,16,5
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDFileAttachmentAppearanceHandler,1119,0,6,0,231,0,14,0,10,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDAbstractAppearanceHandler,480,336,33,13,79,71,33,22,9,20
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDPolygonAppearanceHandler,359,0,34,0,83,0,25,0,8,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.annotation.handlers,PDAppearanceHandler,0,7,0,0,0,4,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.common.filespecification,PDSimpleFileSpecification,10,19,0,0,4,6,2,3,2,3
Apache PDFBox,org.apache.pdfbox.pdmodel.common.filespecification,PDFileSpecification,27,10,5,1,5,4,3,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.common.filespecification,PDEmbeddedFile,207,10,24,0,50,3,30,2,18,2
